id,rumour,text,reply_to 
500410466213318656,ferguson,"@techweenie @jelani9 @kharyp AMEN to that!! They would say ""LOOK! HE PUSHED THAT STORE CLERK!!.. is that punishable by DEATH?",Not sure 'shoot first &amp; uncover potential crime later' is viable policy outside the fevered mind of a conservative @ecl326 @jelani9 @kharyp
553199853820723201,charliehebdo,Isn't it too late a NEWS...@Independent,The last person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/PJH6tlyrpC
521349366037356544,ebola-essien,"@FootballcomEN if it is unconfirmed, why do you tweet it?",Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH
544297846233890816,sydneysiege,@FoxNews And Huck is on,"UPDATE: 13 people being held hostage in #Sydney shop, Opera House evacuated after suspicious package found: reports http://t.co/n4D3yGjso9"
525081032824209408,ottawashooting,"@MaulerMauler 
So sorry for him &amp; his FAMILY.",This is the soldier who died today at the #Ottawa War Memorial. His name is Cpl. Nathan Cirillo. #RIP #OttawaStrong http://t.co/vhPBPq5yYk
525040309097336832,ottawashooting,"@20committee @kshaidle It makes more sense to let them leave, and invalidate their passports before they return.","BREAKING: Michael Zehaf-Bebeau had been designated ""high-risk traveller"" by CDN govt, which confiscated his passport http://t.co/dPeMQ78jzm"
552813350745153536,charliehebdo,@RT_com so sad.,"#CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports http://t.co/3Jsosc7yl3 http://t.co/nAerF1Ep7A"
529722000076718082,prince-toronto,This is what it feels like/when doves cry  RT @LiveNationON: we can confirm that Prince will not be performing at @masseyhall tonight.,"In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight."
500278685698519041,ferguson,"@RT_com Micheal Brown was a hardened criminal. But , of course, shooting him was wrong and the cop should get the death penalty",URGENT: Darren Wilson is the police officer who shot Mike Brown http://t.co/RZ1eYcKpiY #Ferguson http://t.co/D2HyKchWvq
544279982336258049,sydneysiege,@newscomauhq @nikolsky2 We need new hero. http://t.co/41AvzLIdff,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3
553520097395245056,charliehebdo,@AP give the fuckers there wish,MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http://t.co/sJXudtGUOV
501466955564740609,ferguson,@TheRoot @thedailybeast Um... they told just one lie on a specific day?,"The day #Ferguson cops told a dirty, bloody lie (via @thedailybeast): http://t.co/gnAlHsS7tu http://t.co/vpqnDDVd2u"
524976240051367937,ottawashooting,"@CBCAlerts As it should be, having a #hockey game on the same day as a #shooting is just asking for trouble.",#NHL cancels tonight's game between #Ottawa and #Toronto due to today's shootings. Senators were to host Maple Leafs.
581219554912800768,germanwings-crash,@AJENews @germanwings was the co-pilot Christian - since no ones calling this a terrorist act!,German Wings airline tweeting now about reports of plane crashing in French Alps with 148 on board: @germanwings http://t.co/SqUrmcvNKt
553693040649334785,charliehebdo,@cnni   Certainly not  matyres - sorry no thousands of virgins waiting for them just fire and brimstone.,"Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF"
544309550778957824,sydneysiege,@IsabelsBookClub means go home,@WilliamsJon just curious: does 'evacuate' mean leave  country or city/area? Do you know?
544607293329780736,sydneysiege,"@drusudy So 10% would be about 100 million muslims, being a problem, trouble spots around the world, nothing to do w/ media.","@marcwinger @BBCBreaking Actually the ones causing the problem are less than 10% , the media makes it seem as if its the whole population."
552806316855799808,charliehebdo,"@cnnbrk Western leaders created terrorists with various Arabic ""springs"" by  mercenaries jihadists.It was INEVITABLE to go west.","At least 12 killed in today's attack on satirical magazine #CharlieHebdo in Paris, official says. http://t.co/zUfxcG3Rfs"
500286680381665282,ferguson,@mashable is that Mike Brown? the guy in these pics looks a lot bigger than the pics of Mike Brown in prior still photos released?,Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR
552808821434089472,charliehebdo,"@Colvinius @IrinaGalushkoRT @LePoint Shit! "" le grand Duduche"" was my youth...",“@LePoint: #CharlieHebdo : “The cartoonists Charb &amp; cabu are dead.” http://t.co/7USD83cQd2 http://t.co/WGHbLiLFoX”
553566995984437248,charliehebdo,@ABC knew that an hour ago by the BBC  news,"Breaking: Two hostage situations in France are linked, Paris prosecutor says"
580338850951639044,germanwings-crash,"@Fedupwithclowns @thatjohn @RunwayGirl Roger. Just seems odd given most comms are in English. Doesn't make it wrong, of course.","@cobaltjacket @thatjohn @RunwayGirl Lots of radio protocol is French... Mayday is M'aidez. Urgence, pan-pan, ""see-lonce"" etc."
581194101032255488,germanwings-crash,@marcepa49 Have you operated a flight mqnagement computer before? I used to test them. What FlightRadar24 is ahowing is changes made,"@Minus777 @flightradar24 @isobelroe Autopilot was manually changed from 38,000 to 100 ft at 09:30:55 (Flightradar24 says)"
580339156435345409,germanwings-crash,@rConflictNews @AlArabiya_Eng No crew???? Those passengers were all on their own? Wtf!,BREAKING: 148 passengers were on board #GermanWings Airbus A320 which has crashed in the southern French Alps - @AlArabiya_Eng
524972433984323584,ottawashooting,"@DaryusAzad @CBCAlerts @CBCNews @JustinTrudeau lives are at stake because of Isis and extremist snakes and cowards, not Harper",@mythos_man @CBCAlerts @CBCNews @JustinTrudeau you guys don't realize that harder is a snake and your lives are at stake because of him
544324801188605952,sydneysiege,@mashable scum,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege"
500359448531980288,ferguson,"@BrwnSkinGirly he felt threatened so he took action, not saying hes in the right but that what happen",@KoszikMeows he had no reason to shoot an unarmed person u sound ignorant 😴 enjoy ya day✌️
553588252372779008,charliehebdo,"@cnnbrk Why do the ""terrorists"" look #mindcontrolled?",Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
500277616587587584,ferguson,@ReutersUS http://t.co/Fmb6dDwOEL,Police in #Ferguson plan to release name of officer who shot unarmed teen Michael Brown: http://t.co/oqns3yVfTx http://t.co/9fb09WUtdN
524945080613093376,ottawashooting,@subloke @kellyoxford @obiterdictayo Stated as fact before news outlets even suggested.Still uncertain.Leave news to news pros.Done here.,@HDMcC @kellyoxford @obiterdictayo the news report I'm watching currently reported the same thing before Kelly tweeted it.
552845552770351105,charliehebdo,@signlab9 @GDANIELDS @cnnbrk u imposed dictators stole raw material both in africa and middle east,@GDANIELDS @cnnbrk the real problem was letting these moooslims into the free world.ask politicans why we need them .moohammadd bedded MR.ED
524995006088896513,ottawashooting,@Olternaut The terrorists bit has not been confirmed as far as I'm aware. Last guy who shot up Parliament 29 yrs ago was a nutcase. #waiting,@amyminsky @cindyreddeer Okay did quick search.  Seems these are low level wannabe terrorists retaliating for Canada's stand against ISIS.
529740822238232577,prince-toronto,"athenaph what tease!!! RT @CBCNews: Prince not playing Massey Hall tonight, promoter says http://t.co/245JKmwWHH","Prince not playing Massey Hall tonight, promoter says http://t.co/clVHvM07kx http://t.co/IADirsFOOC"
500395360125464576,ferguson,"@tomman191 @andybankertv @FOX2now but reasonable doubt? Innocent until proven guilt? Nah, fuck it, let's execute him",@a_man_in_black @andybankertv @FOX2now Dorian Johnson just confirmed it was them. What now? #blackdenial
553594432743018496,charliehebdo,"@gazsc @SkyNewsBreak that's a good idea, just attach a note saying "" I think this is your shit have it back""",@jaseblazefan @SkyNewsBreak then send them to the countries the supported as a sign. We are not backing down
544300001568911360,sydneysiege,@FoxNews While Bashar al-Assad was killing over 200000 people World Leaders just sat there twidling their thumbs. #lslamicVolcano #Eruption,"UPDATE: 13 people being held hostage in #Sydney shop, Opera House evacuated after suspicious package found: reports http://t.co/n4D3yGjso9"
500311033110855680,ferguson,"@kristacole17 @DanteB4u @CallsForJustice Of course not...they have this fake police report, but no dispatch call detailing alleged robbery!","@coreybking @DanteB4u @CallsForJustice Corey, think we're gonna find out DWilson had no idea that MB had stolen Swishers. WAIT4 IT."
500290845166542850,ferguson,@RemarkablyDope @TheAnonMessage2 my God @stlcountypd sucks,@EricsSauces @TheAnonMessage2 it's not him lmao the store owners already said so
581064636373590016,germanwings-crash,@Minus777 @flightradar24 @isobelroe The transponder did not say anything. No sqwak 7700.,@marcepa49 @flightradar24 @isobelroe The data from the transponder made it obvious.
581065934598582272,germanwings-crash,@marcepa49 @flightradar24 @isobelroe It only takes a moment to enter 7700 into the transponder. I've worked on these systems before.,@Minus777 @flightradar24 @isobelroe The transponder did not say anything. No sqwak 7700.
499610176518119424,ferguson,#casual #impressive  “@MichaelSkolnik: A woman in #Ferguson was shot in head last night and released this selfie: http://t.co/ki10cz6Jiw”,A woman in #Ferguson was shot in head last night and released this selfie. Conflicting reports of how it happened: http://t.co/25WX6EkquG
544482919595511808,sydneysiege,. @tikikate has claimed @CBSThisMorning aired one of the hostage videos. #SydneySiege #MartinPlace,@SkyNews @Asher_Wolf I just saw one of the videos here on @CBSThisMorning here in the US.
553596969978179584,charliehebdo,@andrea_avena it will never be the end,“@SkyNewsBreak: AFP: suspected #CharlieHebdo gunmen have been killed” Hoping that this is now the end
524972839078985728,ottawashooting,@CP24 I Guess that mace isnt for show,"MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings
http://t.co/3NfiSwTwPt http://t.co/V5tIbCQgj9"
544519768850841600,sydneysiege,@AusNewsNetwork what's happened to the guy!,#BREAKING: At least two people have died following the #SydneySiege. 5 people are being treated by paramedics.
500295400696586240,ferguson,"@NBCNews Is there a police report we can see? Initially, the police said the victim was stopped for walking in the street.  #Ferguson",Photos of alleged robbery involving Michael Brown in #Ferguson (via police) http://t.co/gr83XTGO1t http://t.co/7V34OtGYcn
500285916494061568,ferguson,@DIANAZOGA @AntonioFrench  Even IF he did IF; he was still UNARMED &amp; shot MULTIPLE times. Does it JUSTIFY his killing NO!.#Ferguson,"Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery in #Ferguson"
524954311395405824,ottawashooting,"“@BBCBreaking: Watch video showing gunfire inside Canada's parliament in Ottawa http://t.co/O47xVihF1V http://t.co/M7R71czM6G”

Omg!",Watch video showing gunfire inside Canada's parliament in Ottawa http://t.co/CJpXNAk8nS http://t.co/hxwr2NEr2K
544398219917017089,sydneysiege,@cnni Strange times,"Hostage taker in Sydney cafe demands ISIS flag and call with Australian PM, Sky News reports. http://t.co/a2vgrn30Xh #sydneysiege"
500320401369870336,ferguson,"@jlpauk @spants @rui_xu @flavius217 they've systematically only released information that makes them look good, even info that might taint",@Tom_sveb @spants @rui_xu @flavius217 Not releasing facts about that shooting is also a way to make sure they get good info from witnesses.
500381422150905856,ferguson,@WSJ #HandsUpDontShoot hashtavists still don't know his hands were up.,#Ferguson police: Officer involved in fatal shooting of Michael Brown didn't know he was suspect in alleged robbery. http://t.co/L6bieyrz2a
500285141370298368,ferguson,@zellieimani It's easier to manipulate pictures than a video.,If there is surveillance of a robbery why release stills and not the video itself? #Ferguson
499571259730976771,ferguson,"@mechphree @mylifeishid Nicely played, sir!",@clydetheslyde @mylifeishid #MikeBrown would need to be shot in #Benghazi  for #foxnews to cover it
553154805905235968,charliehebdo,@BBCtrending @LucilleClerc The pen/pencil truly is mightier than the sword!,This widely shared cartoon about the #CharlieHebdo attack is actually by @LucilleClerc and not #Banksy http://t.co/HxKI8pefcU
500327577031307265,ferguson,“@zellieimani: How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson” even OJ lol.,How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson
544288050810216448,sydneysiege,"@CarmelP92 @SkyNews just seen it, jeez :/",“@SkyNews: Live Updates: Siege in Sydney Cafe http://t.co/dhzIV6TVi7”       @emfletch92
529736871707152385,prince-toronto,@Rachelle_JL I think it sold out in minus 4 minutes.,“@billboard: Secret Prince show rumored for Toronto tonight http://t.co/03P4JFAC8R” @TheBruun
544275868684935168,sydneysiege,“@DailyMailAU: SYDNEY SIEGE: Gunman forces hostages to hold up ISIS flag in window http://t.co/BdcfCDqxbE http://t.co/gs9nljJBkk” wtf,SYDNEY SIEGE: Gunman forces hostages to hold up ISIS flag in window http://t.co/9K3XXEiSFa http://t.co/cATxCjYXpy
544385904446435328,sydneysiege,@dkfcdotnet @carolinemarcus I know why it is being circulated but perhaps I wish it was being used with some more restraint.,"@aptronym @carolinemarcus Agree, but that image is a powerful encapsulation of how awful this whole thing is. Really brings it home."
544358641772806144,sydneysiege,@cnni For Only $9 You Can Buy 3K Followers http://t.co/XQiCCTJWOe,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige
576797334530580480,putinmissing,@ShaunyNews @batchelorshow Did he die during Childbirth?,Unformed Russian Embassy staff in London have left for Russia  Rumours Putin HAS DIED! http://t.co/zSIV8w6FJ2 via @ShaunyNews #PutinDead?
553481000379248640,charliehebdo,@BBCChrisMorris take them alive so they can suffer,Reports of shooting at  Dammartin en Goele on route N2 north east of Paris - French media says car chase under way
499991648232017920,ferguson,@larryelder @adagioforstring Yet the POTUS wants 4billon for illegals.,"Nearly 7k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop.
Where's Al, Jesse?
#tcot #ferguson"
499456558125023233,ferguson,@valeriehahn tx for keeping us informed.  Stay safe!,St. Louis Co Police tell me ofcr shot a man who pointed handgun at him at Chambers &amp; Sheffingdell at about 1 a.m. Man in critical. #ferguson
553552100417110017,charliehebdo,@intelwire @ShirazMaher Absolutly right.,@ShirazMaher @JeromePio A lot of shifting sands in the coverage right now. We'll know soon enough.
553506057432342528,charliehebdo,@RT_com then make it so,#CharlieHebdo shooting suspects tell police they 'prepared to die as martyrs' - French media http://t.co/G6eunBDIrj http://t.co/jOnfaapehF
544480713454538753,sydneysiege,“@smh: Sydney airspace wasn't closed. A second terror suspect wasn't arrested. Myths around #sydneysiege debunked. http://t.co/e8TEOBC1mF”,Sydney airspace wasn't closed. A second terror suspect wasn't arrested. Myths around #sydneysiege debunked. http://t.co/yTLKLUKnFd
580358103255879680,germanwings-crash,@_icla_ @BBCBreaking In this case for Germany and Spain as well...:-(,@BBCBreaking It's been a rotten year for France so far...
500418749548093441,ferguson,@WSJ had a description.,#Ferguson police: Officer involved in fatal shooting of Michael Brown didn't know he was suspect in alleged robbery. http://t.co/L6bieyrz2a
552839062483369984,charliehebdo,That poor man pictured was a Police Officer :( @MashableNews,Stills from eyewitness video show two #CharlieHebdo attackers wearing hoods &amp; black clothing shoot a wounded man http://t.co/IX8Wys3p5M
553262052899164161,charliehebdo,@ArmedResearch @mattdpearce RIP Clarissa,"Clarissa, 27 years old, police trainee of Montrouge Police in #France. Victim of this morning's attack. via @_batou_ http://t.co/kk0w0D6NNv"
524941666411872256,ottawashooting,"Soldier shot, shooter still at large MT @globeandmail: Attack on Parliament: Follow our developing story http://t.co/g1FW17t0yP",Attack on Parliament: Soldier shot; gunman on the loose. Follow our developing story: http://t.co/bo99C9HqJE http://t.co/2FXEYtTl8w
500363247355457536,ferguson,@ComplexMag you see this @rodimusprime?,"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK"
500319932585111553,ferguson,@DanteB4u @orangeseahorse @Alasscan_ I know : (  but sicker part is we don't know if Michael was dead or the let him die so he couldn't talk,.@bucci2028 @orangeseahorse @Alasscan_  - Wilson knew he intentionally killed an alleged suspect trying to surrender to him &amp; people saw it.
544517398410166272,sydneysiege,“@9NewsSyd: #BREAKING: Police have confirmed that the #SydneySiege is over. #9News” thank God 🙌🙏😭,#BREAKING: Police have confirmed that the #SydneySiege is over. #9News
552785877748158464,charliehebdo,"Nowhere is safe anymore? ""@independent",BREAKING: 10 reportedly shot dead at Paris HQ of French weekly Charlie Hebdo http://t.co/5F1DOwzoCQ
529746860714758145,prince-toronto,"“@CBCNews: Prince not playing Massey Hall tonight, promoter says http://t.co/IUaL2ulFZf http://t.co/ZDYfGmZKX0” good. I was feeling bitter.","Prince not playing Massey Hall tonight, promoter says http://t.co/clVHvM07kx http://t.co/IADirsFOOC"
524933104742723584,ottawashooting,@kellyoxford Oh Canada….,The gunman in Ottawa has been shot and killed. I'm at a loss for words this morning. That isn't my Canada.
544520494062370816,sydneysiege,@Angus_OL watching it live!,Police confirm that #sydneysiege is finally over. Two people reportedly injured after suffering gunshot wounds http://t.co/nsprnSYTDT
553506819294121985,charliehebdo,"@NBCNews they die in slut pink ass those white French, they disgusting why they slut pig die,i myself became more poor inside Paris no phone","BREAKING: Shots fired, hostages taken in manhunt for #CharlieHebdo attackers, police say http://t.co/omBy6Wsgb7 http://t.co/ZbszAHyIzJ"
500396146150621185,ferguson,"@andybankertv @FOX2now Brown's family attorney said in an interview today that the person in the video ""probably is Brown""",@JohnGerads @FOX2now actually I did use the word robbery
553468547184467969,charliehebdo,"@BBCChrisMorris Sounds like theirs multiple terrorists acting or the Two hebdo attackers manage to stay step ahead of 80,000 cops one of two",Reports of shooting at  Dammartin en Goele on route N2 north east of Paris - French media says car chase under way
553588210769883136,charliehebdo,@cnnbrk the brother Kouachi are dead,Police taking people out of #Paris grocery where hostages were being held. http://t.co/7Bxdhozq4H
501760642928635904,ferguson,"@max843 @DanteB4u @Alasscan_  This shows Michael paid for cigarillos. No robbery, no crime! Pls RT 
http://t.co/ZwYEcGvXya","@orangeseahorse Heard that friend was not going to be ""charged"" in any robbery since video shows it was other person @DanteB4u @Alasscan_"
552857373015289858,charliehebdo,@CrimsonHotMess @HuffPostUK Please RT - Download a hilarious FREE Koran PARODY for infidels of all ages - https://t.co/hXbeZHdguj,"“@HuffPostUK: 4 #CharlieHebdo cartoonists killed:

- Charb
- Cabu
- Tignous
- Georges Wolinski

#JeSuisCharlie http://t.co/oN7uKm6ImN” 💔💔"
524985076250341376,ottawashooting,"“@cnnbrk: Now two shooting incidents in Ottawa: one at the war memorial, the other on Parliament Hill. http://t.co/JnICuXj3qO” 🙏 #scary","Police now say there were two shooting incidents in Ottawa: one at the war memorial, the other on Parliament Hill. http://t.co/q98AMohu7T"
553521549395771392,charliehebdo,@NBCNews #ParisShooting #CharlieHebdo It's time to FINISH THEM!!!,Police have surrounded this building where the suspected #CharlieHebdo attackers are holed-up http://t.co/B0TRvE2iYs http://t.co/becxNG0Kxi
501145902007222272,ferguson,"@scATX @taiping2 a story that continues to repeat itself, over and over and over in America. #Ferguson",#MikeBrown wanted to walk down the street. And he is dead. And the #Ferguson PD is using his silence in death to make him a criminal.
580325493603471361,germanwings-crash,RT @flightradar24 #A320 #4U9525 initially climbed to 38k ft before starting to descend and lost signal at 6.8k ft http://t.co/LUWkDrBR9a,"Flight #4U9525 initially climbed to 38,000 feet before before it started to descend and lost signal at 6,800 feet. http://t.co/MthXQ232Hn"
544512659618414594,sydneysiege,"“@BBCBreaking: Several more hostages flee from cafe under siege in Sydney, local media say http://t.co/e4PzxnOj3F”","Several more hostages flee from cafe under siege in Sydney, local media say http://t.co/YjuafDPNEY"
544306128805724160,sydneysiege,"“@DailyMailAU: A man believed to be the gunman filmed wearing a black headband inside the cafe""

Filmed? Shoot the bastard #intheface",A man believed to be the gunman filmed wearing a black headband inside the cafe http://t.co/7ixIlhiVXZ http://t.co/dOW5zfm1uU
544275696433246208,sydneysiege,@SkyNewsAust send your SAS in and fast,#BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.
524959159377080320,ottawashooting,@BBCBreaking @BBCWorld 2-3 means are controlling the whole police haha,Watch video showing gunfire inside Canada's parliament in Ottawa http://t.co/CJpXNAk8nS http://t.co/hxwr2NEr2K
500300182844878848,ferguson,@140elect Here are pixs I have. http://t.co/jn6wWj5pVW,@140elect compare the pix... store dude in flip-flops. Mike Brown- pix look like running shoes? (need better pix of Mike Brown in street)
544535075690663937,sydneysiege,@Joyce_Karam Is there a headline writer position at your place of employment?,"Haron Monis,Hostage-taker in #Sydney: Fled #Iran 96,suspect in ex-wife killing,46 sex assaults http://t.co/3caiB9OnFg http://t.co/vfOXjtrGgZ"
552900298516484098,charliehebdo,@mohamudaish @hassanbasmer @cnnbrk go away. It's what arabs do,@DaliaChai @hassanbasmer @cnnbrk also in the creation of the zionist state it was a norm for jews to dress up as muslims and bomb people
500289895706144768,ferguson,@mashable here goes the fukkry now look at his picture.o wait he is black robber black. Has it been confirmed. Or just blow smoke our bum,Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR
500306749090324480,ferguson,@iRondrea @nickk330 @YourAnonLive it was on the news where I live.,@iRondrea @nickk330 @YourAnonLive they have the whole thing on video..
529697018575585280,prince-toronto,@EntCity prince is god,Prince fans lining up at Massey Hall. Wristbands for surprise show reportedly on sale at 6pm. #Toronto http://t.co/uZBPGlfyce
553588028925804544,charliehebdo,“@DAVIDMDRAIMAN: .@cnni ITS A KOSHER JEWISH SUPERMARKET. THEY CHOSE IT FOR A REASON. YOU CONVENIENTLY LEFT THAT OUT #JeSuisJuif” &lt;too true!,.@cnni ITS A KOSHER JEWISH SUPERMARKET. THEY CHOSE IT FOR A REASON. YOU CONVENIENTLY LEFT THAT OUT #JeSuisJuif
553508636505673729,charliehebdo,@BBCBreaking. Prepared to die as martyrs.?  Wat a joke !  They are murdering heathens. They have no financial Jihadist support either. Odd !,"Map shows industrial estate where 2 #CharlieHebdo suspects are holed up, surrounded by police http://t.co/hi9g8dxpiR http://t.co/Vw2L6SQcMH"
544275000039972864,sydneysiege,"WTF. ""@Andrew_Denney: Black Islamic flag being held up in window of #lindt store in Martin Place- hostages inside. http://t.co/qQYjd7n46k”","Black Islamic flag being held up in window of #lindt chocolate store in Martin Place, Sydney - hostages inside. http://t.co/fAV7PEuY6P"
552818958533816321,charliehebdo,@hassanbasmer @DaliaChai I have a lamp that I will sell you. If you rub it long enough a genie will emerge and grant you three wishes,@DaliaChai @Chusid2015 @cnnbrk come on Rabbis have wives as young as six. Hehehe. What is that not rape and pedophiles
499533162028883969,ferguson,"@MichaelSkolnik Shooting related to protesting. Ppl on the street are upset about this. Also, 6mo pregnant woman forced facedown on ground",@MariaChappelleN which version?
552812526434385921,charliehebdo,"@WSJ Our prayers goes out to good people of France at this moment.  Violence, hatred &amp; injustice have no place on our world...",At least 12 dead in the Paris shooting. Updated story and background info: http://t.co/QlPpQ2ss8j #CharlieHebdo http://t.co/DwMlafsD6K
529741574742507520,prince-toronto,@CBCNews  lol.,"Prince not playing Massey Hall tonight, promoter says http://t.co/clVHvM07kx http://t.co/IADirsFOOC"
500320061425729536,ferguson,"@DanteB4u @orangeseahorse @Alasscan_ Michael never received emergency medical treatment, they left him in the street &amp; labeled the event",.@bucci2028 @orangeseahorse @Alasscan_  - Wilson knew he intentionally killed an alleged suspect trying to surrender to him &amp; people saw it.
500281475141357568,ferguson,@TheAnonMessage2 LIES! #MikeBrown was not wanted 4 robbery otherise his friend would hv been considered an accomplice...#COVERUP #Ferguson,"BREAKING NEWS: According to documents released to the press, #MikeBrown was connected to an earlier robbery #Ferguson http://t.co/LuCR9711S0"
500392542853406720,ferguson,"@jlpauk @spants @rui_xu @flavius217 Rand Paul, yesterday:  ""Anyone who thinks race does not skew the application of criminal justice in this",@Tom_sveb @spants @rui_xu @flavius217 No that you see this as a racial situation before you know anything.
552808594228670465,charliehebdo,@RajaChemayel @smallthunderdog @cpjskippy @Independent To murder? In the name of a peaceful religion?,"@smallthunderdog @cpjskippy @Independent 
a provocation is an open invitation !!"
544520557803225088,sydneysiege,@Angus_OL @vanilIapayne THATS THE LADY FROM THE VIDEO,Police confirm that #sydneysiege is finally over. Two people reportedly injured after suffering gunshot wounds http://t.co/nsprnSYTDT
544294946371403776,sydneysiege,@nypost The Islamic Volcano promised by al-Baghdadi has erupted.,Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB
524970031856488448,ottawashooting,@DaryusAzad @CBCAlerts @CBCNews @JustinTrudeau your defense and justification of Islamic terrorism is disgusting,@CBCAlerts @CBCNews #harperAdminstration foreign policy is making Canadians a victim #voteLiberal @JustinTrudeau
553498348674875393,charliehebdo,@amuse @juliamacfarlane @dangillmor These men were clearly military trained...,"@juliamacfarlane @dangillmor Unless you've got military experience, its hard to understand how much stress your brain undergoes in battle."
524954684994629633,ottawashooting,"@BBCBreaking cr@p, now for even more security.. what moron decided was a good thing to do? No, don't give him the publicity by telling us!!",Watch video showing gunfire inside Canada's parliament in Ottawa http://t.co/CJpXNAk8nS http://t.co/hxwr2NEr2K
524993836050042880,ottawashooting,@CBSNews  It appears now it was only 1 shooter and the shots were heard at nearby hotel/shopping cntr causing reports of more shootings,MORE: Police believe three gunmen were involved in shootings in Ottawa this morning and are looking for two shooters. http://t.co/IHV4galEtC
544296634767929344,sydneysiege,@DrozAnn @SkyNewsAust @liztilley84 yeah send them to Kobane in Syria..,@SkyNewsAust @liztilley84 there is something really wrong with these people. Export them back.
524941386231971841,ottawashooting,@jfxm @locustiya may secularism thrive! Order more investigations against those oppose terrorism,"BREAKING: At least 20 shots have been fired in the Canadian parliament in Ottawa, according to witnesses."
500282726298054656,ferguson,"@DIANAZOGA @AntonioFrench that's bs. there's always a ""history"" when the African Americans gets killed.","Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery in #Ferguson"
524941702046707712,ottawashooting,@Henderburn I'm a Photo Editor @ ABC- Would you be willing to share this with all ABC News platforms and with partners if we credit?,Only photo I will tweet. CPR being performed on the soldier now. I heard four shots. #ottawa http://t.co/cqdw1yx8AI
500289645301989377,ferguson,"@zadiaz @mashable He wasn't a kid, an Adult who was robbing a business.",@TracyMo53321503 @mashable are you really justifying the murder of an unarmed kid? o
544368900797124608,sydneysiege,@FoxNews hope the baddies don’t have social media or they’re gonna start locking the side doors people escaped from.,"MORE: Police confirm 3 hostages escape Sydney cafe, unknown number remain inside http://t.co/pcAt91LIdS #Sydneysiege"
525015793374101506,ottawashooting,@MikeSavageHFX @HfxRegPolice @hfxgov Please take a minute to hug your loved ones today. God's speed to the family and first responders.,This afternoon we've lowered our flags to half mast in honour of the Canadian Reservist who lost his life in Ottawa. http://t.co/3oTF5sd2Lf
544275772416880640,sydneysiege,@Breaking911 bet they're happy they let those goat humpers into the country.,"DEVELOPING: Gunman Takes Hostages In Sydney Cafe, 'ISIS' Flags Being Held Against Window - http://t.co/gDkig15YuN http://t.co/suVfoMmBwM"
581389712063008768,germanwings-crash,@USATODAY @khjelmgaard Him and millions of others no doubt but WHAT tipped him six years later to commit such an atrocious act??,RT @khjelmgaard: German media reporting #AndreasLubitz had a 'serious depressive episode' six years ago http://t.co/MUdmHPz2ro #Germanwings
500308085143912449,ferguson,".@mmwlawtaos @KatEdmiston - #Ferguson PD new story is trying to establish: probable cause, justify 1st &amp; 2d shot, but can't justify extras.",@DanteB4u @KatEdmiston Probable cause for what? The alleged robbery that cop wasn't aware of (so it appears) or alleged assault of cop?
544515223689117697,sydneysiege,@7NewsSydney @XxPLWxX what else r they goin to use....tea n fukin sympathy.,POLICE MOVE IN: Police confirm live ammunition used in Martin Place #sydneysiege
500356119932719104,ferguson,"“@TheSabber:  @CNNVideo word, took a bullet for some swishers we'll never know the whole story though” exactly they looking for an excuse","@BrwnSkinGirly @CNNVideo word, took a bullet for some swishers -.- we'll never know the whole story though"
525020363357683712,ottawashooting,@ArmedResearch Suppose that's real: that guy is carrying a lever action rifle it looks like?,"#ISIS Media account posts picture claiming to be Michael Zehaf-Bibeau, dead #OttawaShooting suspect. #Canada http://t.co/kWam0E4tyX"
